folder,model,param,run,solver,policy,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime,SolverMemOut,SATClauses,SATVars,SolverFailures
nlink-5,nlink-opt-5,opt.15,5,gecode,tab,0.197,0.01,0,,0.151,1,0,18445,0,,,,,,9211
nlink-5,nlink-opt-5,opt.15,5,kissat,notab,0.32,,0,,1.296,1,0,36042.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,1,ortools,tabnolim,24.95,0.43,0,,1.048,1,0,,0,,,,,,13
nlink-5,nlink-opt-5,opt.15,3,kissmdd,tab,0.16,0.008,0,,0.995,1,0,28532.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.15,4,kissmdd,notab,0.23,,0,,0.827,1,0,36862.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,3,minion,notab,0.201067,,0,0.199655,0.278,1,0,33930,0,6,0.000369,,,,
nlink-5,nlink-opt-5,opt.12,2,kissat,notab,0.12,,0,,0.576,1,0,10719.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.15,2,gecode,notab,0.991,,0,,0.261,1,0,236304,0,,,,,,118143
nlink-5,nlink-opt-5,opt.12,1,kissat,tab,0.03,0.065,0,,0.928,1,0,7744.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,5,gecode,tab,0.14,0.007,0,,0.282,1,0,4036,0,,,,,,2010
nlink-5,nlink-opt-5,opt.15,4,minion,notab,1.12529,,0,1.12401,0.327,1,0,201940,0,7,0.000223,,,,
nlink-5,nlink-opt-5,opt.12,1,kissat,notab,0.1,,0,,0.523,1,0,10056.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.12,5,chuffed,tabnolim,1.796,0.453,0,,1.2,1,0,54,0,,,,,,17
nlink-5,nlink-opt-5,opt.12,2,chuffed,tab,0.010,0.006,0,,0.311,1,0,299,0,,,,,,248
nlink-5,nlink-opt-5,opt.15,3,minion,notab,1.28051,,0,1.2794,0.334,1,0,201940,0,7,0,,,,
nlink-5,nlink-opt-5,opt.15,4,gecode,tabnolim,11.669,0.91,0,,2.906,1,0,363,0,,,,,,169
nlink-5,nlink-opt-5,opt.15,3,chuffed,notab,1.200,,0,,0.24,1,0,9765,0,,,,,,9417
nlink-5,nlink-opt-5,opt.15,1,kissat,tabnolim,23.359999999999996,0.928,0,,8.831,1,0,452.0,0,,,0,36588796,6098185,
nlink-5,nlink-opt-5,opt.15,1,ortools,notab,0.42,,0,,0.229,1,0,,0,,,,,,3563
nlink-5,nlink-opt-5,opt.12,1,gecode,notab,0.183,,0,,0.219,1,0,44094,0,,,,,,22040
nlink-5,nlink-opt-5,opt.15,1,chuffed,tabnolim,15.567,3.656,0,,9.181,1,0,190,0,,,,,,131
nlink-5,nlink-opt-5,opt.12,2,gecode,notab,0.258,,0,,0.141,1,0,44094,0,,,,,,22040
nlink-5,nlink-opt-5,opt.15,3,kissat,notab,0.25,,0,,0.743,1,0,40272.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.15,3,kissat,tabnolim,19.22,0.747,0,,7.961,1,0,452.0,0,,,0,36588796,6098185,
nlink-5,nlink-opt-5,opt.15,1,chuffed,tab,0.016,0.005,0,,0.136,1,0,487,0,,,,,,410
nlink-5,nlink-opt-5,opt.15,5,kissat,tabnolim,22.509999999999998,0.944,0,,9.633,1,0,452.0,0,,,0,36588796,6098185,
nlink-5,nlink-opt-5,opt.15,3,ortools,tabnolim,44.48,1.527,0,,3.934,1,0,,0,,,,,,224
nlink-5,nlink-opt-5,opt.15,5,minion,tabnolim,6.6694,1.611,0,0.018994,4.27,1,0,203,0,7,0.759194,,,,
nlink-5,nlink-opt-5,opt.12,3,chuffed,tab,0.006,0.007,0,,0.311,1,0,299,0,,,,,,248
nlink-5,nlink-opt-5,opt.15,4,kissat,tabnolim,19.08,0.793,0,,7.854,1,0,452.0,0,,,0,36588796,6098185,
nlink-5,nlink-opt-5,opt.15,2,kissat,tab,0.22,0.007,0,,0.517,1,0,48477.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.15,1,minion,notab,1.14511,,0,1.14427,0.429,1,0,201940,0,7,0,,,,
nlink-5,nlink-opt-5,opt.15,4,ortools,tabnolim,32.461,0.988,0,,2.617,1,0,,0,,,,,,224
nlink-5,nlink-opt-5,opt.15,3,kissmdd,notab,0.25,,0,,0.654,1,0,40272.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,3,minion,tabnolim,2.17372,2.406,0,0.002868,5.584,1,0,45,0,6,0.184357,,,,
nlink-5,nlink-opt-5,opt.15,4,kissat,notab,0.23,,0,,0.819,1,0,36862.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.15,3,kissat,tab,0.15000000000000002,0.007,0,,0.691,1,0,28532.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.15,4,chuffed,tab,0.018,0.071,0,,0.541,1,0,487,0,,,,,,410
nlink-5,nlink-opt-5,opt.15,2,kissat,notab,0.32,,0,,1.235,1,0,38177.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.15,2,ortools,tab,2.283,0.007,0,,0.312,1,0,,0,,,,,,115
nlink-5,nlink-opt-5,opt.15,2,gecode,tabnolim,8.291,0.796,0,,2.401,1,0,363,0,,,,,,169
nlink-5,nlink-opt-5,opt.15,1,ortools,tab,4.428,0.025,0,,0.372,1,0,,0,,,,,,115
nlink-5,nlink-opt-5,opt.12,4,chuffed,tabnolim,2.144,0.387,0,,1.153,1,0,54,0,,,,,,17
nlink-5,nlink-opt-5,opt.15,1,ortools,tabnolim,29.718,0.789,0,,2.441,1,0,,0,,,,,,224
nlink-5,nlink-opt-5,opt.12,3,chuffed,notab,0.146,,0,,0.355,1,0,2252,0,,,,,,2141
nlink-5,nlink-opt-5,opt.12,1,kissmdd,notab,0.08,,0,,0.536,1,0,10056.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.15,2,chuffed,tab,0.016,0.005,0,,0.221,1,0,487,0,,,,,,410
nlink-5,nlink-opt-5,opt.12,3,gecode,tab,3.474,0.016,0,,0.4,1,0,4036,0,,,,,,2010
nlink-5,nlink-opt-5,opt.12,5,minion,notab,0.164744,,0,0.164651,0.172,1,0,33930,0,6,0,,,,
nlink-5,nlink-opt-5,opt.12,3,ortools,tabnolim,24.739,0.415,0,,1.045,1,0,,0,,,,,,13
nlink-5,nlink-opt-5,opt.12,1,chuffed,tabnolim,2.940,0.806,0,,1.822,1,0,54,0,,,,,,17
nlink-5,nlink-opt-5,opt.15,5,kissmdd,notab,0.38,,0,,0.956,1,0,36042.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,5,minion,tab,0.018846,0.007,0,0.017999,0.315,1,0,2030,0,6,6.1e-05,,,,
nlink-5,nlink-opt-5,opt.12,5,kissmdd,tabnolim,1.69,0.932,0,,6.319,1,0,1932.0,0,,,0,3605854,1860,
nlink-5,nlink-opt-5,opt.12,2,ortools,tab,0.728,0.006,0,,0.2,1,0,,0,,,,,,5
nlink-5,nlink-opt-5,opt.15,1,gecode,notab,1.059,,0,,0.244,1,0,236304,0,,,,,,118143
nlink-5,nlink-opt-5,opt.12,1,gecode,tab,0.189,0.105,0,,0.502,1,0,4036,0,,,,,,2010
nlink-5,nlink-opt-5,opt.12,5,chuffed,notab,0.141,,0,,0.29,1,0,2252,0,,,,,,2141
nlink-5,nlink-opt-5,opt.15,4,gecode,notab,2.41,,0,,0.306,1,0,236304,0,,,,,,118143
nlink-5,nlink-opt-5,opt.15,3,chuffed,tab,0.026,0.006,0,,0.245,1,0,487,0,,,,,,410
nlink-5,nlink-opt-5,opt.15,3,gecode,notab,1.095,,0,,0.149,1,0,236304,0,,,,,,118143
nlink-5,nlink-opt-5,opt.12,3,kissmdd,notab,0.14,,0,,0.87,1,0,11269.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.12,3,ortools,tab,0.81,0.007,0,,0.303,1,0,,0,,,,,,5
nlink-5,nlink-opt-5,opt.12,2,ortools,notab,0.269,,0,,0.251,1,0,,0,,,,,,1768
nlink-5,nlink-opt-5,opt.12,4,ortools,tab,0.796,0.007,0,,0.266,1,0,,0,,,,,,5
nlink-5,nlink-opt-5,opt.12,4,kissmdd,tabnolim,1.76,0.504,0,,4.33,1,0,1932.0,0,,,0,3605854,1860,
nlink-5,nlink-opt-5,opt.12,3,kissat,tabnolim,5.61,0.441,0,,3.555,1,0,1767.0,0,,,0,9013240,1502268,
nlink-5,nlink-opt-5,opt.12,2,chuffed,tabnolim,1.978,0.362,0,,0.952,1,0,54,0,,,,,,17
nlink-5,nlink-opt-5,opt.15,2,ortools,notab,0.61,,0,,0.265,1,0,,0,,,,,,3563
nlink-5,nlink-opt-5,opt.15,1,kissmdd,tab,0.21000000000000002,0.007,0,,0.687,1,0,41257.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.12,5,kissmdd,tab,0.01,0.019,0,,0.562,1,0,6604.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,3,kissmdd,tabnolim,1.71,1.089,0,,11.035,1,0,1932.0,0,,,0,3605854,1860,
nlink-5,nlink-opt-5,opt.12,2,kissmdd,tabnolim,1.71,0.956,0,,11.449,1,0,1932.0,0,,,0,3605854,1860,
nlink-5,nlink-opt-5,opt.12,5,kissat,notab,0.06999999999999999,,0,,0.594,1,0,8428.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.15,2,gecode,tab,0.167,0.084,0,,0.264,1,0,18445,0,,,,,,9211
nlink-5,nlink-opt-5,opt.15,1,kissat,notab,0.27,,0,,1.001,1,0,35681.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,4,kissat,tab,0.03,0.033,0,,1.021,1,0,5777.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.15,3,chuffed,tabnolim,15.988,1.032,0,,2.665,1,0,190,0,,,,,,131
nlink-5,nlink-opt-5,opt.15,1,kissmdd,tabnolim,6.949999999999999,0.96,0,,7.073,1,0,6945.0,0,,,0,14088980,3369,
nlink-5,nlink-opt-5,opt.15,5,chuffed,tab,0.024,0.083,0,,0.602,1,0,487,0,,,,,,410
nlink-5,nlink-opt-5,opt.15,1,chuffed,notab,1.456,,0,,0.397,1,0,9765,0,,,,,,9417
nlink-5,nlink-opt-5,opt.12,1,gecode,tabnolim,1.657,0.421,0,,1.011,1,0,66,0,,,,,,25
nlink-5,nlink-opt-5,opt.15,2,chuffed,notab,1.435,,0,,0.378,1,0,9765,0,,,,,,9417
nlink-5,nlink-opt-5,opt.15,5,chuffed,tabnolim,15.443,2.043,0,,3.864,1,0,190,0,,,,,,131
nlink-5,nlink-opt-5,opt.15,5,ortools,notab,0.404,,0,,0.252,1,0,,0,,,,,,3563
nlink-5,nlink-opt-5,opt.12,1,ortools,notab,0.255,,0,,0.212,1,0,,0,,,,,,1768
nlink-5,nlink-opt-5,opt.12,3,kissmdd,tab,0.02,0.057,0,,0.7,1,0,5739.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.15,5,ortools,tab,2.248,0.031,0,,0.205,1,0,,0,,,,,,115
nlink-5,nlink-opt-5,opt.12,3,gecode,tabnolim,1.707,0.359,0,,0.98,1,0,66,0,,,,,,25
nlink-5,nlink-opt-5,opt.12,5,minion,tabnolim,1.89913,0.373,0,0.002687,0.827,1,0,45,0,6,0.143065,,,,
nlink-5,nlink-opt-5,opt.12,4,minion,tabnolim,2.08674,0.414,0,0.002946,0.821,1,0,45,0,6,0.178873,,,,
nlink-5,nlink-opt-5,opt.12,2,kissmdd,tab,0.02,0.036,0,,0.737,1,0,6035.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,5,kissmdd,notab,0.06999999999999999,,0,,0.487,1,0,8428.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.12,2,gecode,tab,0.068,0.028,0,,0.243,1,0,4036,0,,,,,,2010
nlink-5,nlink-opt-5,opt.12,4,kissat,tabnolim,5.95,0.57,0,,3.342,1,0,1767.0,0,,,0,9013240,1502268,
nlink-5,nlink-opt-5,opt.12,1,minion,tabnolim,2.17998,0.338,0,0.002763,0.877,1,0,45,0,6,0.15785,,,,
nlink-5,nlink-opt-5,opt.15,2,kissmdd,notab,0.31,,0,,1.121,1,0,38177.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,1,minion,notab,0.163913,,0,0.163915,0.168,1,0,33930,0,6,0,,,,
nlink-5,nlink-opt-5,opt.12,1,minion,tab,0.016702,0.007,0,0.016069,0.256,1,0,2030,0,6,0.000281,,,,
nlink-5,nlink-opt-5,opt.15,4,minion,tab,0.114536,0.007,0,0.112451,0.268,1,0,9242,0,7,0.000424,,,,
nlink-5,nlink-opt-5,opt.15,4,chuffed,tabnolim,13.816,0.729,0,,2.349,1,0,190,0,,,,,,131
nlink-5,nlink-opt-5,opt.15,5,minion,tab,0.11624,0.147,0,0.113875,0.543,1,0,9242,0,7,0.000187,,,,
nlink-5,nlink-opt-5,opt.15,5,ortools,tabnolim,31.71,0.829,0,,2.48,1,0,,0,,,,,,224
nlink-5,nlink-opt-5,opt.12,4,kissat,notab,0.06999999999999999,,0,,0.603,1,0,8216.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.12,4,chuffed,notab,0.124,,0,,0.34,1,0,2252,0,,,,,,2141
nlink-5,nlink-opt-5,opt.15,1,gecode,tab,0.25,0.125,0,,0.541,1,0,18445,0,,,,,,9211
nlink-5,nlink-opt-5,opt.15,4,kissat,tab,0.19,0.064,0,,0.749,1,0,33274.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.15,1,minion,tab,0.103945,0.013,0,0.102809,0.27,1,0,9242,0,7,0,,,,
nlink-5,nlink-opt-5,opt.15,2,minion,tabnolim,6.34242,0.962,0,0.017384,1.629,1,0,203,0,7,0.624647,,,,
nlink-5,nlink-opt-5,opt.15,2,kissat,tabnolim,22.59,0.835,0,,8.894,1,0,452.0,0,,,0,36588796,6098185,
nlink-5,nlink-opt-5,opt.12,2,minion,tab,0.020453,0.148,0,0.017023,0.756,1,0,2030,0,6,0.00058,,,,
nlink-5,nlink-opt-5,opt.12,3,chuffed,tabnolim,1.970,0.423,0,,1.083,1,0,54,0,,,,,,17
nlink-5,nlink-opt-5,opt.12,1,chuffed,tab,0.008,0.022,0,,0.221,1,0,299,0,,,,,,248
nlink-5,nlink-opt-5,opt.12,4,minion,tab,0.016312,0.006,0,0.016273,0.319,1,0,2030,0,6,0,,,,
nlink-5,nlink-opt-5,opt.12,2,chuffed,notab,0.161,,0,,0.889,1,0,2252,0,,,,,,2141
nlink-5,nlink-opt-5,opt.15,2,chuffed,tabnolim,13.881,0.787,0,,2.369,1,0,190,0,,,,,,131
nlink-5,nlink-opt-5,opt.12,4,kissmdd,notab,0.08,,0,,0.516,1,0,8216.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.15,1,minion,tabnolim,6.19404,0.68,0,0.0184,1.361,1,0,203,0,7,0.667544,,,,
nlink-5,nlink-opt-5,opt.12,1,kissmdd,tabnolim,1.5100000000000002,0.438,0,,3.194,1,0,1932.0,0,,,0,3605854,1860,
nlink-5,nlink-opt-5,opt.15,3,gecode,tabnolim,7.054,0.729,0,,2.291,1,0,363,0,,,,,,169
nlink-5,nlink-opt-5,opt.15,2,minion,notab,1.1268,,0,1.12533,0.232,1,0,201940,0,7,0.000267,,,,
nlink-5,nlink-opt-5,opt.12,3,minion,tab,0.020678,0.075,0,0.018691,0.361,1,0,2030,0,6,0.000353,,,,
nlink-5,nlink-opt-5,opt.15,4,chuffed,notab,1.161,,0,,0.342,1,0,9765,0,,,,,,9417
nlink-5,nlink-opt-5,opt.15,1,gecode,tabnolim,7.4,0.7,0,,2.284,1,0,363,0,,,,,,169
nlink-5,nlink-opt-5,opt.15,2,minion,tab,0.120428,0.028,0,0.119269,0.241,1,0,9242,0,7,0,,,,
nlink-5,nlink-opt-5,opt.12,4,ortools,tabnolim,24.691,0.471,0,,1.215,1,0,,0,,,,,,13
nlink-5,nlink-opt-5,opt.12,3,ortools,notab,0.332,,0,,0.423,1,0,,0,,,,,,1768
nlink-5,nlink-opt-5,opt.15,2,kissmdd,tabnolim,6.859999999999999,0.878,0,,7.078,1,0,8198.0,0,,,0,14088980,3369,
nlink-5,nlink-opt-5,opt.12,2,gecode,tabnolim,2.801,0.428,0,,1.154,1,0,66,0,,,,,,25
nlink-5,nlink-opt-5,opt.15,4,kissmdd,tab,0.24,0.068,0,,1.235,1,0,33274.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.15,5,minion,notab,1.1327,,0,1.13109,0.269,1,0,201940,0,7,0.000263,,,,
nlink-5,nlink-opt-5,opt.12,5,kissat,tabnolim,4.95,0.41,0,,2.842,1,0,1767.0,0,,,0,9013240,1502268,
nlink-5,nlink-opt-5,opt.12,4,gecode,notab,0.254,,0,,0.542,1,0,44094,0,,,,,,22040
nlink-5,nlink-opt-5,opt.15,4,gecode,tab,0.157,0.055,0,,0.203,1,0,18445,0,,,,,,9211
nlink-5,nlink-opt-5,opt.15,2,ortools,tabnolim,35.364,4.258,0,,9.332,1,0,,0,,,,,,224
nlink-5,nlink-opt-5,opt.12,5,ortools,tabnolim,25.651,0.486,0,,1.182,1,0,,0,,,,,,13
nlink-5,nlink-opt-5,opt.12,2,ortools,tabnolim,24.739,0.35,0,,1.026,1,0,,0,,,,,,13
nlink-5,nlink-opt-5,opt.15,4,kissmdd,tabnolim,6.47,0.892,0,,6.76,1,0,6168.0,0,,,0,14088980,3369,
nlink-5,nlink-opt-5,opt.15,5,gecode,notab,1.138,,0,,0.287,1,0,236304,0,,,,,,118143
nlink-5,nlink-opt-5,opt.12,2,kissmdd,notab,0.12,,0,,0.538,1,0,10719.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.12,1,chuffed,notab,0.145,,0,,0.315,1,0,2252,0,,,,,,2141
nlink-5,nlink-opt-5,opt.15,3,minion,tabnolim,6.54843,0.832,0,0.019916,1.441,1,0,203,0,7,1.08587,,,,
nlink-5,nlink-opt-5,opt.12,5,gecode,notab,0.255,,0,,0.49,1,0,44094,0,,,,,,22040
nlink-5,nlink-opt-5,opt.15,1,kissat,tab,0.24000000000000002,0.069,0,,0.998,1,0,41257.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.15,4,minion,tabnolim,6.04967,0.845,0,0.01796,1.515,1,0,203,0,7,0.580518,,,,
nlink-5,nlink-opt-5,opt.15,4,ortools,notab,0.736,,0,,0.4,1,0,,0,,,,,,3563
nlink-5,nlink-opt-5,opt.12,4,gecode,tabnolim,1.655,0.326,0,,0.94,1,0,66,0,,,,,,25
nlink-5,nlink-opt-5,opt.12,4,ortools,notab,0.297,,0,,0.296,1,0,,0,,,,,,1768
nlink-5,nlink-opt-5,opt.12,1,ortools,tab,0.77,0.099,0,,0.461,1,0,,0,,,,,,5
nlink-5,nlink-opt-5,opt.12,3,kissat,notab,0.12,,0,,0.555,1,0,11269.0,0,,,0,6813,1133,
nlink-5,nlink-opt-5,opt.15,3,ortools,tab,1.807,0.006,0,,0.306,1,0,,0,,,,,,115
nlink-5,nlink-opt-5,opt.15,2,kissmdd,tab,0.24000000000000002,0.033,0,,0.888,1,0,48477.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.12,4,kissmdd,tab,0.02,0.029,0,,0.712,1,0,5777.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,3,kissat,tab,0.01,0.12,0,,1.172,1,0,5739.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,3,gecode,notab,0.35,,0,,0.339,1,0,44094,0,,,,,,22040
nlink-5,nlink-opt-5,opt.15,3,ortools,notab,0.386,,0,,0.219,1,0,,0,,,,,,3563
nlink-5,nlink-opt-5,opt.15,3,minion,tab,0.122851,0.031,0,0.121657,0.334,1,0,9242,0,7,0,,,,
nlink-5,nlink-opt-5,opt.15,3,gecode,tab,0.17,0.089,0,,0.502,1,0,18445,0,,,,,,9211
nlink-5,nlink-opt-5,opt.12,5,chuffed,tab,0.015,0.013,0,,0.451,1,0,299,0,,,,,,248
nlink-5,nlink-opt-5,opt.15,5,kissat,tab,0.3,0.007,0,,0.617,1,0,44714.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.12,5,ortools,notab,0.198,,0,,0.18,1,0,,0,,,,,,1768
nlink-5,nlink-opt-5,opt.12,4,gecode,tab,0.12,0.008,0,,0.18,1,0,4036,0,,,,,,2010
nlink-5,nlink-opt-5,opt.15,3,kissmdd,tabnolim,6.569999999999999,0.807,0,,6.086,1,0,8276.0,0,,,0,14088980,3369,
nlink-5,nlink-opt-5,opt.15,5,kissmdd,tab,0.33,0.016,0,,1.005,1,0,44714.0,0,,,0,7276,1696,
nlink-5,nlink-opt-5,opt.12,5,gecode,tabnolim,2.287,0.451,0,,1.382,1,0,66,0,,,,,,25
nlink-5,nlink-opt-5,opt.12,5,kissat,tab,0.01,0.055,0,,0.767,1,0,6604.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,2,kissat,tab,0.02,0.033,0,,0.645,1,0,6035.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.15,5,chuffed,notab,1.578,,0,,0.488,1,0,9765,0,,,,,,9417
nlink-5,nlink-opt-5,opt.12,2,minion,notab,0.192804,,0,0.191362,0.26,1,0,33930,0,6,0.000498,,,,
nlink-5,nlink-opt-5,opt.12,5,ortools,tab,0.597,0.006,0,,0.173,1,0,,0,,,,,,5
nlink-5,nlink-opt-5,opt.12,1,kissmdd,tab,0.03,0.026,0,,0.745,1,0,7744.0,0,,,0,4352,1043,
nlink-5,nlink-opt-5,opt.12,4,minion,notab,0.19295,,0,0.191709,0.249,1,0,33930,0,6,0.000206,,,,
nlink-5,nlink-opt-5,opt.15,1,kissmdd,notab,0.27,,0,,0.946,1,0,35681.0,0,,,0,12274,1766,
nlink-5,nlink-opt-5,opt.12,2,kissat,tabnolim,5.9,2.161,0,,8.693,1,0,1767.0,0,,,0,9013240,1502268,
nlink-5,nlink-opt-5,opt.12,2,minion,tabnolim,1.91316,0.479,0,0.002603,1.03,1,0,45,0,6,0.154335,,,,
nlink-5,nlink-opt-5,opt.15,4,ortools,tab,1.82,0.006,0,,0.207,1,0,,0,,,,,,115
nlink-5,nlink-opt-5,opt.12,1,kissat,tabnolim,5.71,0.806,0,,6.132,1,0,1767.0,0,,,0,9013240,1502268,
nlink-5,nlink-opt-5,opt.12,4,chuffed,tab,0.007,0.005,0,,0.232,1,0,299,0,,,,,,248
nlink-5,nlink-opt-5,opt.15,5,gecode,tabnolim,7.896,3.487,0,,5.365,1,0,363,0,,,,,,169
